meeting_key,session_key,driver_number,year,lap_number,lap_duration
1229,202412291,4,2024,1,88.6391457689505
1229,202412291,81,2024,1,88.63349386474367
1229,202412291,16,2024,1,88.64730207401549
1229,202412291,44,2024,1,88.65029578918916
1229,202412291,1,2024,1,88.62649194476828
1229,202412291,30,2024,1,88.62880665830806
1229,202412291,63,2024,1,88.68755123413848
1229,202412291,12,2024,1,88.67817097938922
1229,202412291,14,2024,1,88.80997203902047
1229,202412291,18,2024,1,88.81098799934371
1229,202412291,55,2024,1,88.85717803638123
1229,202412291,23,2024,1,88.85439194824352
1229,202412291,10,2024,1,88.87441382576277
1229,202412291,7,2024,1,88.88630474159719
1229,202412291,31,2024,1,88.97273588467112
1229,202412291,87,2024,1,88.9754483440912
1229,202412291,22,2024,1,88.91188383422438
1229,202412291,20,2024,1,88.90100072733863
1229,202412291,27,2024,1,89.05321385156762
1229,202412291,5,2024,1,89.04837582481697
1229,202412292,4,2024,1,102.2649053353462
1229,202412292,81,2024,1,102.15121170710762
1229,202412292,16,2024,1,102.48666907459206
1229,202412292,44,2024,1,102.27158937155788
1229,202412292,1,2024,1,101.6220461076113
1229,202412292,30,2024,1,102.27864653102674
1229,202412292,63,2024,1,102.24211068253197
1229,202412292,12,2024,1,102.37946540737369
1229,202412292,14,2024,1,102.35091410649578
1229,202412292,18,2024,1,102.71104260366789
1229,202412292,55,2024,1,102.04784050418068
1229,202412292,23,2024,1,102.5670453161357
1229,202412292,10,2024,1,102.05139946442205
1229,202412292,7,2024,1,102.36604279369209
1229,202412292,31,2024,1,102.52911912961244
1229,202412292,87,2024,1,102.47035041723372
1229,202412292,22,2024,1,102.4948127884244
1229,202412292,20,2024,1,102.6231837999229
1229,202412292,27,2024,1,102.31033359137268
1229,202412292,5,2024,1,102.73053222818608
1230,202412301,4,2024,1,88.30782053501082
1230,202412301,81,2024,1,88.30568075446153
1230,202412301,16,2024,1,88.26988006859891
1230,202412301,44,2024,1,88.27036098759737
1230,202412301,1,2024,1,88.31962927737344
1230,202412301,30,2024,1,88.33024380806832
1230,202412301,63,2024,1,88.31215236701973
1230,202412301,12,2024,1,88.31443156304672
1230,202412301,14,2024,1,88.4280606479829
1230,202412301,18,2024,1,88.42300084277386
1230,202412301,55,2024,1,88.37155008931032
1230,202412301,23,2024,1,88.38158129273462
1230,202412301,10,2024,1,88.51646285462317
1230,202412301,7,2024,1,88.51185825152947
1230,202412301,31,2024,1,88.52769494996393
1230,202412301,87,2024,1,88.54291304135978
1230,202412301,22,2024,1,88.51892029975572
1230,202412301,20,2024,1,88.51370241373152
1230,202412301,27,2024,1,88.63631519654703
1230,202412301,5,2024,1,88.63835337445774
1230,202412302,4,2024,1,101.66117164305595
1230,202412302,81,2024,1,101.54855218936687
1230,202412302,16,2024,1,101.55681677880776
1230,202412302,44,2024,1,101.42107889250344
1230,202412302,1,2024,1,101.36416829936734
1230,202412302,30,2024,1,101.70910260159356
1230,202412302,63,2024,1,101.88702560799474
1230,202412302,12,2024,1,102.00544560869713
1230,202412302,14,2024,1,101.7766573692885
1230,202412302,18,2024,1,102.54625911157959
1230,202412302,55,2024,1,101.48451139191444
1230,202412302,23,2024,1,102.20569125724323
1230,202412302,10,2024,1,101.83013014205842
1230,202412302,7,2024,1,102.46055872725165
1230,202412302,31,2024,1,102.09325822319992
1230,202412302,87,2024,1,102.01321300996308
1230,202412302,22,2024,1,102.28979951603
1230,202412302,20,2024,1,102.10321181483614
1230,202412302,27,2024,1,101.86345600790507
1230,202412302,5,2024,1,102.26955581528358
1231,202412311,4,2024,1,79.25121037079612
1231,202412311,81,2024,1,79.2514856221332
1231,202412311,16,2024,1,79.23737959529852
1231,202412311,44,2024,1,79.24154461541774
1231,202412311,1,2024,1,79.25341994630475
1231,202412311,30,2024,1,79.2483251361905
1231,202412311,63,2024,1,79.2802150616221
1231,202412311,12,2024,1,79.27817720560306
1231,202412311,14,2024,1,79.38568814806304
1231,202412311,18,2024,1,79.39113878422913
1231,202412311,55,2024,1,79.38561923068428
1231,202412311,23,2024,1,79.37459691455452
1231,202412311,10,2024,1,79.45509619026265
1231,202412311,7,2024,1,79.4587580109256
1231,202412311,31,2024,1,79.4957094045889
1231,202412311,87,2024,1,79.49093757284248
1231,202412311,22,2024,1,79.46754977135846
1231,202412311,20,2024,1,79.46590298708493
1231,202412311,27,2024,1,79.58824809666714
1231,202412311,5,2024,1,79.57257387241887
1231,202412312,4,2024,1,91.30632816931454
1231,202412312,81,2024,1,91.4721602324593
1231,202412312,16,2024,1,91.33614838869767
1231,202412312,44,2024,1,91.20871566352398
1231,202412312,1,2024,1,91.0963913611216
1231,202412312,30,2024,1,91.18185755458866
1231,202412312,63,2024,1,91.21516372939396
1231,202412312,12,2024,1,91.51715282234001
1231,202412312,14,2024,1,91.15889558316708
1231,202412312,18,2024,1,91.75693281061295
1231,202412312,55,2024,1,91.31734846964012
1231,202412312,23,2024,1,91.41745130912042
1231,202412312,10,2024,1,91.45714566446352
1231,202412312,7,2024,1,91.55164319284599
1231,202412312,31,2024,1,91.55228886814493
1231,202412312,87,2024,1,91.74584267303118
1231,202412312,22,2024,1,91.64849477034538
1231,202412312,20,2024,1,91.96591931941408
1231,202412312,27,2024,1,91.26435404859875
1231,202412312,5,2024,1,91.74103449471201
1232,202412321,4,2024,1,89.03627916670105
1232,202412321,81,2024,1,89.03730523416647
1232,202412321,16,2024,1,89.04873113262511
1232,202412321,44,2024,1,89.04876537054788
1232,202412321,1,2024,1,89.02538871231779
1232,202412321,30,2024,1,89.03450992860895
1232,202412321,63,2024,1,89.08345279678747
1232,202412321,12,2024,1,89.07104316475053
1232,202412321,14,2024,1,89.20942060105449
1232,202412321,18,2024,1,89.20293531905882
1232,202412321,55,2024,1,89.26260443062263
1232,202412321,23,2024,1,89.25811426924032
1232,202412321,10,2024,1,89.2782881691292
1232,202412321,7,2024,1,89.29285383909792
1232,202412321,31,2024,1,89.37548394682806
1232,202412321,87,2024,1,89.35206749343098
1232,202412321,22,2024,1,89.30728318981369
1232,202412321,20,2024,1,89.29941698594538
1232,202412321,27,2024,1,89.45961957264717
1232,202412321,5,2024,1,89.44573584943456
1232,202412322,4,2024,1,102.12301409627321
1232,202412322,81,2024,1,102.87400448421228
1232,202412322,16,2024,1,102.56419818131677
1232,202412322,44,2024,1,102.70616067924256
1232,202412322,1,2024,1,102.19200480961393
1232,202412322,30,2024,1,102.69587112211117
1232,202412322,63,2024,1,102.14410421596413
1232,202412322,12,2024,1,103.08802618521966
1232,202412322,14,2024,1,102.514941801677
1232,202412322,18,2024,1,103.18586524945717
1232,202412322,55,2024,1,103.16957648926481
1232,202412322,23,2024,1,102.59114407882737
1232,202412322,10,2024,1,102.8303717349535
1232,202412322,7,2024,1,102.77245982621882
1232,202412322,31,2024,1,103.00340598149491
1232,202412322,87,2024,1,103.19476096910495
1232,202412322,22,2024,1,102.68508844949629
1232,202412322,20,2024,1,103.15703321474533
1232,202412322,27,2024,1,102.8426379905622
1232,202412322,5,2024,1,103.1472804736575
1233,202412331,4,2024,1,93.54454868788906
1233,202412331,81,2024,1,93.54148703833651
1233,202412331,16,2024,1,93.5226299371214
1233,202412331,44,2024,1,93.52889682035084
1233,202412331,1,2024,1,93.54395288958034
1233,202412331,30,2024,1,93.53772047597421
1233,202412331,63,2024,1,93.57234790024219
1233,202412331,12,2024,1,93.57489023776691
1233,202412331,14,2024,1,93.69780206337727
1233,202412331,18,2024,1,93.71101389487079
1233,202412331,55,2024,1,93.6973057560776
1233,202412331,23,2024,1,93.6982568409474
1233,202412331,10,2024,1,93.77918212257923
1233,202412331,7,2024,1,93.77049497148946
1233,202412331,31,2024,1,93.8392913680043
1233,202412331,87,2024,1,93.84440466150612
1233,202412331,22,2024,1,93.7899600728377
